 Strategy Type:	MIXEDSTRATEGY  NashValue:	0.0  e_NashValue for twoConsecutiveAvgCompletionTime :	0.5 Total Number of players =	50
Total Iterations =	100
12	[15.673469387755105, 16.693877551020407, 15.795918367346935, 15.836734693877553, 16.918367346938773, 16.285714285714285, 16.163265306122447, 16.142857142857146, 15.632653061224488, 16.836734693877553, 15.51020408163265, 15.755102040816325, 15.53061224489796, 17.408163265306122, 15.551020408163268, 16.04081632653061, 15.816326530612244, 15.224489795918366, 15.448979591836732, 16.448979591836732, 15.244897959183675, 16.877551020408163, 15.551020408163268, 16.591836734693878, 15.816326530612244, 16.632653061224488, 15.693877551020407, 15.448979591836732, 16.02040816326531, 15.346938775510203, 15.51020408163265, 17.244897959183675, 15.897959183673471, 16.06122448979592, 15.408163265306122, 16.265306122448976, 17.448979591836732, 17.734693877551024, 15.591836734693878, 16.224489795918366, 15.48979591836735, 16.51020408163265, 16.795918367346935, 16.02040816326531, 16.06122448979592, 15.285714285714285, 16.408163265306122, 15.53061224489796, 16.551020408163268, 15.448979591836732, 15.979591836734691, 15.836734693877553, 16.02040816326531, 15.408163265306122, 15.693877551020407, 16.265306122448976, 16.163265306122447, 15.775510204081634, 16.326530612244895, 17.163265306122447, 15.877551020408163, 16.46938775510204, 16.46938775510204, 15.448979591836732, 17.142857142857146, 17.51020408163265, 17.163265306122447, 15.612244897959187, 16.346938775510203, 15.408163265306122, 16.122448979591837, 15.326530612244895, 15.673469387755105, 16.408163265306122, 17.714285714285715, 15.51020408163265, 16.836734693877553, 15.46938775510204, 15.48979591836735, 16.204081632653065, 16.04081632653061, 16.326530612244895, 15.408163265306122, 16.204081632653065, 15.48979591836735, 15.244897959183675, 16.183673469387756, 15.857142857142854, 15.693877551020407, 15.897959183673471, 17.0, 15.48979591836735, 15.918367346938773, 15.714285714285715, 15.755102040816325, 18.02040816326531, 15.95918367346939, 16.306122448979593, 15.46938775510204, 16.48979591836735]
13	[3.7142857142857153, 2.6938775510204067, 3.591836734693878, 3.551020408163268, 2.4693877551020407, 3.1020408163265287, 3.224489795918366, 3.2448979591836746, 3.7551020408163254, 2.551020408163268, 3.8775510204081627, 3.632653061224488, 3.857142857142854, 1.9795918367346914, 3.8367346938775526, 3.3469387755102034, 3.5714285714285694, 4.163265306122447, 3.9387755102040813, 2.9387755102040813, 4.142857142857142, 2.5102040816326507, 3.8367346938775526, 2.7959183673469354, 3.5714285714285694, 2.7551020408163254, 3.6938775510204067, 3.9387755102040813, 3.367346938775512, 4.040816326530614, 3.8775510204081627, 2.142857142857146, 3.4897959183673493, 3.3265306122448948, 3.9795918367346914, 3.1224489795918373, 1.9387755102040813, 1.6530612244897966, 3.7959183673469354, 3.1632653061224474, 3.8979591836734713, 2.8775510204081627, 2.591836734693878, 3.367346938775512, 3.3265306122448948, 4.102040816326532, 2.9795918367346914, 3.857142857142854, 2.8367346938775526, 3.9387755102040813, 3.408163265306122, 3.551020408163268, 3.367346938775512, 3.9795918367346914, 3.6938775510204067, 3.1224489795918373, 3.224489795918366, 3.6122448979591866, 3.0612244897959187, 2.224489795918366, 3.5102040816326507, 2.9183673469387728, 2.9183673469387728, 3.9387755102040813, 2.2448979591836746, 1.8775510204081627, 4.265306122448976, 3.775510204081634, 3.04081632653061, 3.9795918367346914, 3.265306122448976, 4.061224489795919, 3.7142857142857153, 2.9795918367346914, 1.6734693877551052, 3.8775510204081627, 2.551020408163268, 3.9183673469387728, 3.8979591836734713, 3.183673469387756, 3.3469387755102034, 3.0612244897959187, 3.9795918367346914, 3.183673469387756, 3.8979591836734713, 4.142857142857142, 3.2040816326530646, 3.5306122448979593, 3.6938775510204067, 3.4897959183673493, 2.3877551020408134, 3.8979591836734713, 3.4693877551020407, 3.6734693877551052, 3.632653061224488, 1.367346938775512, 3.4285714285714306, 3.0816326530612272, 3.9183673469387728, 2.8979591836734713]
14	[10.57142857142857, 11.591836734693878, 10.693877551020407, 10.734693877551024, 11.816326530612244, 11.183673469387756, 11.061224489795919, 11.04081632653061, 10.53061224489796, 11.734693877551024, 10.408163265306122, 10.653061224489797, 10.42857142857143, 12.306122448979593, 10.448979591836732, 10.938775510204081, 10.714285714285715, 10.122448979591837, 10.346938775510203, 11.346938775510203, 10.142857142857146, 11.775510204081634, 10.448979591836732, 11.48979591836735, 10.714285714285715, 11.53061224489796, 10.591836734693878, 10.346938775510203, 10.918367346938773, 10.244897959183675, 10.408163265306122, 12.142857142857146, 10.795918367346935, 10.95918367346939, 10.306122448979593, 11.163265306122447, 8.265306122448976, 8.551020408163268, 10.48979591836735, 11.122448979591837, 10.387755102040813, 11.408163265306122, 11.693877551020407, 10.918367346938773, 10.95918367346939, 10.183673469387756, 11.306122448979593, 10.42857142857143, 11.448979591836732, 10.346938775510203, 10.877551020408163, 10.734693877551024, 10.918367346938773, 10.306122448979593, 10.591836734693878, 11.163265306122447, 11.061224489795919, 10.673469387755105, 11.224489795918366, 9.0, 10.775510204081634, 11.367346938775512, 11.367346938775512, 10.346938775510203, 12.04081632653061, 12.408163265306122, 12.061224489795919, 10.51020408163265, 11.244897959183675, 10.306122448979593, 11.020408163265309, 10.224489795918366, 10.57142857142857, 11.306122448979593, 7.510204081632651, 10.408163265306122, 11.734693877551024, 9.346938775510203, 10.387755102040813, 11.102040816326529, 10.938775510204081, 11.224489795918366, 10.306122448979593, 11.102040816326529, 10.387755102040813, 10.142857142857146, 11.081632653061227, 10.755102040816325, 10.591836734693878, 10.795918367346935, 11.897959183673471, 10.387755102040813, 10.816326530612244, 10.612244897959187, 10.653061224489797, 12.918367346938773, 10.857142857142854, 11.204081632653065, 10.367346938775512, 11.387755102040813]
15	[18.734693877551024, 19.755102040816325, 18.857142857142854, 18.89795918367347, 19.97959183673469, 19.346938775510203, 19.224489795918366, 19.204081632653065, 18.693877551020407, 19.89795918367347, 18.57142857142857, 18.816326530612244, 18.591836734693878, 20.46938775510204, 18.612244897959187, 19.10204081632653, 18.877551020408163, 18.285714285714285, 18.51020408163265, 19.51020408163265, 18.306122448979593, 19.93877551020408, 18.612244897959187, 19.653061224489797, 18.877551020408163, 19.693877551020407, 18.755102040816325, 18.51020408163265, 19.081632653061227, 18.408163265306122, 18.57142857142857, 20.306122448979593, 18.95918367346939, 19.122448979591837, 18.46938775510204, 19.326530612244895, 20.51020408163265, 20.795918367346935, 18.653061224489797, 19.285714285714285, 18.551020408163268, 19.57142857142857, 19.857142857142854, 19.081632653061227, 19.122448979591837, 18.346938775510203, 19.46938775510204, 18.591836734693878, 19.612244897959187, 18.51020408163265, 19.04081632653061, 18.89795918367347, 19.081632653061227, 18.46938775510204, 18.755102040816325, 19.326530612244895, 19.224489795918366, 18.836734693877553, 19.387755102040813, 20.224489795918366, 18.93877551020408, 19.53061224489796, 19.53061224489796, 18.51020408163265, 20.204081632653065, 20.57142857142857, 20.224489795918366, 18.673469387755105, 19.408163265306122, 18.46938775510204, 19.183673469387756, 18.387755102040813, 18.734693877551024, 19.46938775510204, 20.775510204081634, 18.57142857142857, 19.89795918367347, 18.53061224489796, 18.551020408163268, 19.265306122448976, 19.10204081632653, 19.387755102040813, 18.46938775510204, 19.265306122448976, 18.551020408163268, 18.306122448979593, 19.244897959183675, 18.918367346938773, 18.755102040816325, 18.95918367346939, 20.06122448979592, 18.551020408163268, 18.97959183673469, 18.775510204081634, 18.816326530612244, 21.081632653061227, 19.02040816326531, 19.367346938775512, 18.53061224489796, 19.551020408163268]
16	[27.183673469387756, 26.163265306122447, 27.06122448979592, 28.040816326530614, 26.95918367346939, 27.591836734693878, 29.755102040816325, 29.775510204081634, 30.285714285714285, 29.081632653061227, 30.408163265306122, 30.163265306122447, 30.387755102040817, 28.51020408163265, 30.367346938775512, 29.877551020408163, 30.102040816326532, 30.693877551020407, 30.46938775510204, 29.46938775510204, 30.6734693877551, 29.04081632653061, 30.367346938775512, 29.326530612244895, 30.102040816326532, 29.285714285714285, 30.224489795918366, 30.46938775510204, 29.89795918367347, 30.571428571428573, 30.408163265306122, 28.673469387755105, 30.020408163265305, 29.857142857142854, 30.510204081632654, 29.653061224489797, 28.46938775510204, 28.183673469387756, 30.3265306122449, 29.693877551020407, 30.428571428571427, 29.408163265306122, 29.122448979591837, 29.89795918367347, 29.857142857142854, 30.632653061224488, 29.51020408163265, 30.387755102040817, 29.367346938775512, 30.46938775510204, 29.93877551020408, 31.102040816326532, 30.918367346938773, 31.53061224489796, 31.244897959183675, 30.673469387755105, 30.775510204081634, 31.163265306122447, 30.612244897959187, 29.775510204081634, 31.06122448979592, 30.46938775510204, 30.46938775510204, 31.489795918367346, 29.795918367346935, 29.42857142857143, 29.775510204081634, 31.3265306122449, 30.591836734693878, 31.53061224489796, 30.816326530612244, 31.612244897959183, 31.26530612244898, 30.53061224489796, 29.224489795918366, 31.428571428571427, 30.10204081632653, 31.46938775510204, 31.448979591836736, 30.734693877551024, 30.89795918367347, 30.612244897959187, 31.53061224489796, 30.734693877551024, 31.448979591836736, 31.693877551020407, 30.755102040816325, 31.081632653061224, 31.244897959183675, 31.040816326530614, 29.93877551020408, 31.448979591836736, 31.020408163265305, 31.224489795918366, 31.183673469387756, 28.918367346938773, 30.97959183673469, 30.632653061224488, 31.46938775510204, 30.448979591836732]
17	[4.448979591836732, 5.469387755102041, 5.591836734693878, 2.5714285714285694, 3.6530612244897966, 6.081632653061227, 4.938775510204081, 3.8979591836734713, 3.3877551020408134, 4.591836734693878, 5.306122448979593, 5.551020408163268, 3.2857142857142847, 5.163265306122447, 5.346938775510203, 2.775510204081634, 5.612244897959187, 5.020408163265309, 5.244897959183675, 1.142857142857146, 5.04081632653061, 3.5306122448979593, 4.326530612244895, 5.367346938775512, 5.612244897959187, 1.3265306122448948, 3.448979591836732, 5.244897959183675, 4.795918367346935, 5.142857142857146, 5.306122448979593, 1.1224489795918373, 5.693877551020407, 5.857142857142854, 3.1632653061224474, 0.06122448979591866, 8.061224489795919, 7.775510204081634, 5.387755102040813, 6.020408163265309, 5.285714285714285, 4.265306122448976, 2.591836734693878, 5.816326530612244, 3.3265306122448948, 5.081632653061227, 7.061224489795919, 2.265306122448976, 3.2857142857142847, 3.2040816326530646, 5.775510204081634, 5.632653061224488, 4.795918367346935, 5.204081632653065, 5.489795918367349, 4.142857142857146, 0.16326530612244738, 5.571428571428569, 6.122448979591837, 2.224489795918366, 5.673469387755105, 6.265306122448976, 6.265306122448976, 5.244897959183675, 9.387755102040813, 9.020408163265309, 9.367346938775512, 3.367346938775512, 0.020408163265308588, 5.204081632653065, 5.918367346938773, 5.122448979591837, 5.469387755102041, 6.204081632653065, 7.795918367346935, 5.306122448979593, 0.5102040816326507, 5.265306122448976, 5.285714285714285, 4.979591836734691, 5.836734693877553, 4.081632653061227, 5.204081632653065, 6.0, 3.2448979591836746, 5.04081632653061, 1.8979591836734713, 5.653061224489797, 5.489795918367349, 5.693877551020407, 10.551020408163268, 5.285714285714285, 0.408163265306122, 5.510204081632651, 5.551020408163268, 5.448979591836732, 5.755102040816325, 2.0204081632653086, 5.265306122448976, 2.2040816326530646]
18	[23.836734693877553, 24.857142857142854, 23.95918367346939, 24.0, 25.081632653061227, 24.448979591836732, 24.326530612244895, 24.306122448979593, 23.795918367346935, 25.0, 23.673469387755105, 23.918367346938773, 23.693877551020407, 25.57142857142857, 23.714285714285715, 24.204081632653065, 23.97959183673469, 23.387755102040813, 23.612244897959187, 24.612244897959187, 23.408163265306122, 25.04081632653061, 23.714285714285715, 24.755102040816325, 23.97959183673469, 24.795918367346935, 23.857142857142854, 23.612244897959187, 24.183673469387756, 23.51020408163265, 23.673469387755105, 25.408163265306122, 24.06122448979592, 24.224489795918366, 23.57142857142857, 24.42857142857143, 25.612244897959187, 25.89795918367347, 23.755102040816325, 24.387755102040813, 23.653061224489797, 24.673469387755105, 24.95918367346939, 24.183673469387756, 24.224489795918366, 23.448979591836732, 24.57142857142857, 23.693877551020407, 24.714285714285715, 23.612244897959187, 24.142857142857146, 24.0, 24.183673469387756, 23.57142857142857, 23.857142857142854, 24.42857142857143, 24.326530612244895, 23.93877551020408, 24.48979591836735, 25.326530612244895, 24.04081632653061, 24.632653061224488, 24.632653061224488, 23.612244897959187, 25.306122448979593, 25.673469387755105, 25.326530612244895, 23.775510204081634, 24.51020408163265, 23.57142857142857, 24.285714285714285, 23.48979591836735, 23.836734693877553, 24.57142857142857, 25.877551020408163, 23.673469387755105, 25.0, 23.632653061224488, 23.653061224489797, 24.367346938775512, 24.204081632653065, 24.48979591836735, 23.57142857142857, 24.367346938775512, 23.653061224489797, 23.408163265306122, 24.346938775510203, 24.02040816326531, 23.857142857142854, 24.06122448979592, 25.163265306122447, 23.653061224489797, 24.081632653061227, 23.877551020408163, 23.918367346938773, 26.183673469387756, 24.122448979591837, 24.46938775510204, 23.632653061224488, 24.653061224489797]
19	[8.53061224489796, 9.551020408163268, 8.653061224489797, 8.693877551020407, 9.775510204081634, 9.142857142857146, 9.020408163265309, 9.0, 8.48979591836735, 9.693877551020407, 8.367346938775512, 8.612244897959187, 8.387755102040813, 10.265306122448976, 8.408163265306122, 8.897959183673471, 8.673469387755105, 8.081632653061227, 8.306122448979593, 9.306122448979593, 8.102040816326529, 9.734693877551024, 8.408163265306122, 9.448979591836732, 8.673469387755105, 9.48979591836735, 8.551020408163268, 8.306122448979593, 8.877551020408163, 8.204081632653065, 8.367346938775512, 10.102040816326529, 8.755102040816325, 8.918367346938773, 8.265306122448976, 9.122448979591837, 10.306122448979593, 10.591836734693878, 8.448979591836732, 9.081632653061227, 8.346938775510203, 9.367346938775512, 9.653061224489797, 8.877551020408163, 8.918367346938773, 8.142857142857146, 9.265306122448976, 8.387755102040813, 9.408163265306122, 8.306122448979593, 8.836734693877553, 8.693877551020407, 8.877551020408163, 8.265306122448976, 8.551020408163268, 9.122448979591837, 9.020408163265309, 8.632653061224488, 9.183673469387756, 10.020408163265309, 8.734693877551024, 9.326530612244895, 9.326530612244895, 8.306122448979593, 10.0, 10.367346938775512, 10.020408163265309, 8.46938775510204, 9.204081632653065, 8.265306122448976, 8.979591836734691, 8.183673469387756, 8.53061224489796, 9.265306122448976, 10.57142857142857, 8.367346938775512, 9.693877551020407, 8.326530612244895, 8.346938775510203, 9.061224489795919, 8.897959183673471, 9.183673469387756, 8.265306122448976, 9.061224489795919, 8.346938775510203, 8.102040816326529, 9.04081632653061, 8.714285714285715, 8.551020408163268, 8.755102040816325, 9.857142857142854, 8.346938775510203, 8.775510204081634, 8.57142857142857, 8.612244897959187, 10.877551020408163, 8.816326530612244, 9.163265306122447, 8.326530612244895, 9.346938775510203]
20	[11.877551020408163, 7.795918367346935, 11.755102040816325, 8.653061224489797, 10.632653061224488, 11.265306122448976, 11.387755102040813, 11.408163265306122, 8.857142857142854, 10.714285714285715, 8.979591836734691, 8.734693877551024, 8.95918367346939, 10.142857142857146, 8.938775510204081, 11.51020408163265, 11.734693877551024, 9.26530612244898, 9.040816326530614, 11.102040816326529, 9.244897959183675, 10.673469387755105, 8.938775510204081, 10.95918367346939, 8.673469387755105, 7.857142857142854, 8.795918367346935, 9.040816326530614, 11.53061224489796, 9.142857142857142, 8.979591836734691, 10.306122448979593, 11.653061224489797, 11.48979591836735, 9.081632653061224, 11.285714285714285, 7.04081632653061, 9.816326530612244, 8.897959183673471, 11.326530612244895, 9.0, 11.04081632653061, 10.755102040816325, 11.53061224489796, 11.48979591836735, 9.204081632653061, 11.142857142857146, 8.95918367346939, 11.0, 9.040816326530614, 11.57142857142857, 8.653061224489797, 11.53061224489796, 9.081632653061224, 8.795918367346935, 11.285714285714285, 11.387755102040813, 8.714285714285715, 11.224489795918366, 10.387755102040813, 8.612244897959187, 11.081632653061227, 11.081632653061227, 9.040816326530614, 10.408163265306122, 10.04081632653061, 10.387755102040813, 8.877551020408163, 11.204081632653065, 9.081632653061224, 11.42857142857143, 9.163265306122447, 8.816326530612244, 11.142857142857146, 9.836734693877553, 8.979591836734691, 7.653061224489797, 9.020408163265305, 9.0, 8.285714285714285, 8.448979591836732, 11.224489795918366, 9.081632653061224, 11.346938775510203, 9.0, 9.244897959183675, 11.367346938775512, 11.693877551020407, 8.795918367346935, 11.653061224489797, 10.551020408163268, 9.0, 8.57142857142857, 8.775510204081634, 8.734693877551024, 9.53061224489796, 8.53061224489796, 11.244897959183675, 9.020408163265305, 11.061224489795919]
21	[2.6938775510204067, 1.6734693877551052, 2.5714285714285694, 2.5306122448979593, 1.448979591836732, 2.0816326530612272, 2.2040816326530646, 2.224489795918366, 2.734693877551024, 1.5306122448979593, 2.857142857142854, 2.6122448979591866, 2.8367346938775526, 0.9591836734693899, 2.816326530612244, 2.3265306122448948, 2.551020408163268, 3.1428571428571423, 2.9183673469387728, 1.9183673469387728, 3.1224489795918373, 1.4897959183673493, 2.816326530612244, 1.775510204081634, 2.551020408163268, 1.7346938775510239, 2.6734693877551052, 2.9183673469387728, 2.3469387755102034, 3.020408163265305, 2.857142857142854, 1.1224489795918373, 2.4693877551020407, 2.3061224489795933, 2.95918367346939, 2.1020408163265287, 0.9183673469387728, 0.6326530612244881, 2.775510204081634, 2.142857142857146, 2.8775510204081627, 1.857142857142854, 1.5714285714285694, 2.3469387755102034, 2.3061224489795933, 3.0816326530612237, 1.95918367346939, 2.8367346938775526, 1.816326530612244, 2.9183673469387728, 2.3877551020408134, 2.5306122448979593, 2.3469387755102034, 2.95918367346939, 2.6734693877551052, 4.142857142857146, 4.244897959183675, 2.591836734693878, 2.04081632653061, 1.2040816326530646, 2.4897959183673493, 1.8979591836734713, 1.8979591836734713, 2.9183673469387728, 1.224489795918366, 0.8571428571428541, 1.2040816326530646, 2.7551020408163254, 2.0204081632653086, 2.95918367346939, 2.2448979591836746, 3.0408163265306136, 2.6938775510204067, 1.95918367346939, 0.6530612244897966, 2.857142857142854, 1.5306122448979593, 2.8979591836734713, 2.8775510204081627, 2.1632653061224474, 2.3265306122448948, 2.04081632653061, 2.95918367346939, 2.1632653061224474, 2.8775510204081627, 3.1224489795918373, 3.2040816326530646, 2.5102040816326507, 2.6734693877551052, 2.4693877551020407, 1.367346938775512, 2.8775510204081627, 2.448979591836732, 2.6530612244897966, 2.6122448979591866, 0.34693877551020336, 2.408163265306122, 3.0816326530612272, 2.8979591836734713, 1.8775510204081627]
22	[23.102040816326532, 25.142857142857146, 31.142857142857142, 29.06122448979592, 24.918367346938773, 30.653061224489797, 28.734693877551024, 28.755102040816325, 26.20408163265306, 25.0, 31.428571428571427, 31.183673469387756, 28.346938775510203, 29.53061224489796, 26.285714285714285, 27.836734693877553, 31.122448979591837, 26.612244897959183, 29.448979591836736, 28.448979591836732, 29.653061224489797, 28.02040816326531, 26.285714285714285, 25.244897959183675, 31.122448979591837, 27.244897959183675, 28.183673469387756, 26.387755102040817, 28.877551020408163, 26.489795918367346, 26.3265306122449, 27.653061224489797, 29.0, 28.836734693877553, 28.46938775510204, 28.632653061224488, 24.387755102040813, 27.163265306122447, 26.244897959183675, 28.673469387755105, 26.346938775510203, 28.387755102040813, 28.10204081632653, 28.877551020408163, 25.775510204081634, 26.551020408163264, 28.48979591836735, 29.367346938775512, 25.285714285714285, 28.428571428571427, 27.89795918367347, 31.102040816326532, 28.877551020408163, 26.428571428571427, 28.183673469387756, 28.632653061224488, 28.734693877551024, 31.163265306122447, 30.612244897959187, 27.734693877551024, 29.020408163265305, 28.42857142857143, 28.42857142857143, 28.428571428571427, 29.795918367346935, 29.42857142857143, 26.714285714285715, 26.224489795918366, 28.551020408163268, 28.46938775510204, 30.816326530612244, 29.571428571428573, 26.163265306122447, 28.48979591836735, 27.183673469387756, 29.387755102040817, 28.06122448979592, 28.408163265306122, 29.408163265306122, 28.693877551020407, 28.857142857142854, 28.57142857142857, 26.428571428571427, 28.693877551020407, 28.387755102040817, 26.591836734693878, 27.693877551020407, 31.081632653061224, 26.142857142857142, 31.040816326530614, 26.877551020408163, 26.346938775510203, 28.97959183673469, 29.183673469387756, 26.081632653061224, 26.877551020408163, 30.97959183673469, 27.57142857142857, 26.367346938775512, 28.408163265306122]
23	[9.836734693877553, 6.775510204081634, 9.714285714285715, 7.632653061224488, 6.551020408163268, 9.224489795918366, 9.346938775510203, 9.367346938775512, 7.836734693877553, 8.673469387755105, 7.95918367346939, 7.714285714285715, 7.938775510204081, 8.102040816326529, 7.918367346938773, 9.46938775510204, 9.693877551020407, 8.244897959183675, 8.020408163265305, 9.061224489795919, 8.224489795918366, 8.632653061224488, 7.918367346938773, 8.918367346938773, 9.693877551020407, 6.836734693877553, 7.775510204081634, 8.020408163265305, 9.48979591836735, 8.122448979591837, 7.95918367346939, 8.265306122448976, 9.612244897959187, 9.448979591836732, 8.061224489795919, 9.244897959183675, 6.020408163265309, 7.775510204081634, 7.877551020408163, 9.285714285714285, 7.979591836734691, 9.0, 8.714285714285715, 9.48979591836735, 9.448979591836732, 8.183673469387756, 9.102040816326529, 7.938775510204081, 8.95918367346939, 8.020408163265305, 9.53061224489796, 7.632653061224488, 9.48979591836735, 8.061224489795919, 7.775510204081634, 9.244897959183675, 9.346938775510203, 7.693877551020407, 9.183673469387756, 8.346938775510203, 7.591836734693878, 9.04081632653061, 9.04081632653061, 8.020408163265305, 8.367346938775512, 8.0, 6.306122448979593, 7.857142857142854, 9.163265306122447, 8.061224489795919, 9.387755102040813, 8.142857142857142, 7.795918367346935, 9.102040816326529, 7.795918367346935, 7.95918367346939, 6.632653061224488, 8.0, 7.979591836734691, 7.265306122448976, 9.46938775510204, 9.183673469387756, 8.061224489795919, 9.306122448979593, 7.979591836734691, 8.224489795918366, 9.326530612244895, 9.653061224489797, 7.775510204081634, 9.612244897959187, 8.51020408163265, 7.979591836734691, 7.551020408163268, 7.755102040816325, 7.714285714285715, 7.489795918367349, 7.510204081632651, 9.204081632653065, 8.0, 9.020408163265309]
24	[19.020408163265305, 18.0, 18.89795918367347, 18.857142857142854, 17.775510204081634, 18.408163265306122, 18.53061224489796, 18.551020408163268, 19.06122448979592, 17.857142857142854, 19.183673469387756, 18.93877551020408, 19.163265306122447, 17.285714285714285, 19.142857142857142, 18.653061224489797, 18.877551020408163, 20.489795918367346, 20.26530612244898, 19.265306122448976, 20.46938775510204, 18.836734693877553, 20.163265306122447, 19.122448979591837, 19.89795918367347, 19.081632653061227, 20.020408163265305, 20.26530612244898, 19.693877551020407, 20.367346938775512, 20.20408163265306, 18.46938775510204, 19.816326530612244, 19.653061224489797, 20.306122448979593, 19.448979591836732, 18.265306122448976, 17.97959183673469, 20.122448979591837, 19.48979591836735, 20.224489795918366, 19.204081632653065, 18.918367346938773, 19.693877551020407, 19.653061224489797, 20.428571428571427, 19.306122448979593, 20.183673469387756, 19.163265306122447, 20.26530612244898, 19.734693877551024, 19.877551020408163, 19.693877551020407, 20.306122448979593, 20.020408163265305, 19.448979591836732, 19.551020408163268, 19.93877551020408, 19.387755102040813, 18.551020408163268, 19.836734693877553, 19.244897959183675, 19.244897959183675, 20.26530612244898, 18.57142857142857, 18.204081632653065, 18.551020408163268, 20.102040816326532, 19.367346938775512, 20.306122448979593, 19.591836734693878, 20.387755102040817, 20.040816326530614, 19.306122448979593, 18.0, 20.20408163265306, 18.877551020408163, 20.244897959183675, 20.224489795918366, 19.51020408163265, 19.673469387755105, 19.387755102040813, 20.306122448979593, 19.51020408163265, 20.224489795918366, 20.46938775510204, 19.53061224489796, 19.857142857142854, 20.020408163265305, 19.816326530612244, 18.714285714285715, 20.224489795918366, 19.795918367346935, 20.0, 19.95918367346939, 17.693877551020407, 19.755102040816325, 19.408163265306122, 20.244897959183675, 19.224489795918366]
25	[27.183673469387756, 26.163265306122447, 27.06122448979592, 28.040816326530614, 26.95918367346939, 23.51020408163265, 29.755102040816325, 29.775510204081634, 30.285714285714285, 29.081632653061227, 26.3265306122449, 26.081632653061224, 26.306122448979593, 24.42857142857143, 24.244897959183675, 23.755102040816325, 23.97959183673469, 24.571428571428573, 24.346938775510203, 23.346938775510203, 24.551020408163264, 22.918367346938773, 24.244897959183675, 23.204081632653065, 23.97959183673469, 23.163265306122447, 26.142857142857142, 24.346938775510203, 23.775510204081634, 24.448979591836736, 24.285714285714285, 22.551020408163268, 23.89795918367347, 23.734693877551024, 24.387755102040817, 23.53061224489796, 22.346938775510203, 22.06122448979592, 24.20408163265306, 23.57142857142857, 24.306122448979593, 23.285714285714285, 23.0, 23.775510204081634, 23.734693877551024, 25.53061224489796, 24.408163265306122, 25.285714285714285, 24.265306122448976, 24.346938775510203, 23.816326530612244, 31.102040816326532, 23.775510204081634, 24.387755102040817, 26.142857142857142, 23.53061224489796, 23.632653061224488, 31.163265306122447, 25.51020408163265, 24.673469387755105, 23.918367346938773, 23.326530612244895, 23.326530612244895, 24.346938775510203, 22.653061224489797, 22.285714285714285, 22.632653061224488, 24.183673469387756, 23.448979591836732, 24.387755102040817, 23.673469387755105, 24.46938775510204, 26.163265306122447, 23.387755102040813, 22.081632653061227, 24.285714285714285, 22.95918367346939, 24.3265306122449, 24.306122448979593, 23.591836734693878, 24.775510204081634, 23.46938775510204, 24.387755102040817, 23.591836734693878, 24.306122448979593, 24.551020408163264, 23.612244897959187, 23.93877551020408, 26.142857142857142, 23.89795918367347, 22.795918367346935, 24.306122448979593, 23.877551020408163, 24.081632653061224, 26.081632653061224, 23.816326530612244, 30.97959183673469, 23.48979591836735, 24.3265306122449, 23.306122448979593]
26	[10.57142857142857, 1.3877551020408134, 17.836734693877553, 16.857142857142854, 1.6122448979591866, 8.122448979591837, 18.204081632653065, 18.183673469387756, 18.693877551020407, 18.877551020408163, 13.46938775510204, 17.795918367346935, 16.551020408163268, 18.42857142857143, 17.591836734693878, 12.979591836734691, 13.775510204081634, 18.285714285714285, 17.48979591836735, 4.204081632653065, 17.285714285714285, 4.632653061224488, 12.48979591836735, 1.775510204081634, 13.775510204081634, 14.591836734693878, 18.755102040816325, 14.42857142857143, 15.0, 18.408163265306122, 16.53061224489796, 1.9387755102040813, 17.93877551020408, 15.04081632653061, 18.46938775510204, 8.102040816326529, 5.0, 4.714285714285715, 9.46938775510204, 8.061224489795919, 9.367346938775512, 10.387755102040813, 0.46938775510204067, 7.857142857142854, 14.020408163265309, 18.346938775510203, 1.1020408163265287, 16.551020408163268, 1.2448979591836746, 16.46938775510204, 13.938775510204081, 13.795918367346935, 13.979591836734691, 13.367346938775512, 17.734693877551024, 18.306122448979593, 18.204081632653065, 18.836734693877553, 17.346938775510203, 0.8367346938775526, 13.836734693877553, 14.42857142857143, 14.42857142857143, 18.51020408163265, 1.224489795918366, 0.8571428571428541, 1.2040816326530646, 6.428571428571431, 8.183673469387756, 16.42857142857143, 14.081632653061227, 18.387755102040813, 18.734693877551024, 1.1020408163265287, 4.734693877551024, 13.46938775510204, 14.795918367346935, 18.53061224489796, 17.53061224489796, 11.102040816326529, 6.857142857142854, 7.142857142857146, 13.367346938775512, 3.95918367346939, 16.51020408163265, 18.306122448979593, 14.142857142857146, 17.89795918367347, 18.755102040816325, 16.918367346938773, 2.3877551020408134, 13.448979591836732, 17.95918367346939, 17.755102040816325, 17.795918367346935, 2.7142857142857153, 13.918367346938773, 14.265306122448976, 13.42857142857143, 5.265306122448976]
